"created_at","text","location","time_zone","lang","geo","place","followers_count","friends_count","listed_count","favourites_count","statuses_count","retweet_count","reply_count","retweeted"
"Wed Nov 22 19:03:42 +0000 2017","""A medida que sube el precio de combustible allá, se acrecienta el número de ingreso de argentinos para cargar comb… https://t.co/ME9g1cfDTq","Asunción, Paraguay","Atlantic Time (Canada)","es",,,42183,279,196,2282,2282,0,0,false
"Wed Nov 22 19:03:43 +0000 2017","RT @MPPCCARABOBO: En Carabobo visitando a Gran Turismo, C.A!! @MinEcoFinanzas   @DireccionIPPSI  @JoseReinaldoCa1 @laonburrundanga… ",,"Pacific Time (US & Canada)","es",,,39,89,0,3,3,0,0,false
"Wed Nov 22 19:03:44 +0000 2017","RT Marlenycdc: A 1 año de inaugurada la 1ra Universidad Nacional de Turismo de Venezuela, espacio de #paz, invito a estudiantes universita…","MUNDO","Pacific Time (US & Canada)","es",,,15,12,0,2,2,0,0,false
"Wed Nov 22 19:03:44 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Magyarország","Budapest","en",,,21,54,0,240,240,0,0,false
"Wed Nov 22 19:03:49 +0000 2017","RT @redpueblos: Con la coordinación y apoyo de @MincomercioCo y @fonturcol , Alcaldes y Secretarios de Turismo de los Pueblos Patri… ",,,"es",,,4765,230,32,22101,22101,0,0,false
"Wed Nov 22 19:03:51 +0000 2017","RT @Noti7Guatemala: INGUAT entrega el plan de estudios para Bachillerato con Orientación en Turismo\nhttps://t.co/Dpx4epJKNh https://t.co/ys…","Guatemala","Central America","es",,,582649,62,716,940,940,0,0,false
"Wed Nov 22 19:03:52 +0000 2017","RT @wcastroPSUV: #22Nov | 2/2 Las áreas de abordaje  y cooperación entre ambas naciones serán agricultura, defensa, economía y finan… ","VENEZUELA","Caracas","es",,,556,1083,2,63,63,0,0,false
"Wed Nov 22 19:03:54 +0000 2017","Cerca de un centenar de participantes de 20 países asistirán al I Encuentro Internacional de #Turismo #LGBTI de… https://t.co/8FAjnu7AYO","Torremolinos",,"es",,,2271,1322,43,620,620,0,0,false
"Wed Nov 22 19:04:01 +0000 2017","La rassegna stampa online su #viaggi e #turismo lento di @Nuovi_Turismi https://t.co/TduQGxIerC con @ilnazionaleit #turismo","Torino, Piemonte","Rome","it",,,8706,4604,360,11972,11972,0,0,false
"Wed Nov 22 19:04:09 +0000 2017","""El Turismo antes de 1999 era un asunto de élites; ahora es un asunto de Pueblos"" #9noMotor #TodosAFitVen2017 https://t.co/BKqguQmHMD","CARIPE",,"es",,,108,237,0,41,41,0,0,false
"Wed Nov 22 19:04:09 +0000 2017","“Grecia y Turquía van a robar millones de turistas a España” - Cinco Días https://t.co/VxXfs9OBfW #Turismo… https://t.co/0xu7VqQBw0","The Global","Eastern Time (US & Canada)","es",,,3915,4977,80,4535,4535,0,0,false
"Wed Nov 22 19:04:11 +0000 2017","RT AMETRD: DIGESETT=AMET realiza conferencia ""El Ordenamiento del Tráfico Vehicular como parte integral del Turismo Sostenible"" impartida…","CARIPE",,"es",,,108,237,0,41,41,0,0,false
"Wed Nov 22 19:04:14 +0000 2017","En el Dia de la Musica Desde Casa de Gobierno \n#Musica #DiadelaMusica #Turismo #SanSalvadorDeJujuy #VivaJujuy… https://t.co/B0NFQOubHj","Lamadrid 593 Esq. Salta",,"es",,,123,733,1,120,120,0,0,false
"Wed Nov 22 19:04:14 +0000 2017","RT @SernaturBioBio: Nevados y Termas de Chillán obtienen el Oscar del turismo en los World Ski Awards ¡Felicidades! 👏👏👏@gorebiobio… ","Santiago","Quito","es",,,61,88,1,943,943,0,0,false
"Wed Nov 22 19:04:15 +0000 2017","""También hay muchos turistas de compras, algunos que quedan y pasan el fin de semana"" Olga Fischer, Directora de Tu… https://t.co/NRJXggFsiq","Asunción, Paraguay","Atlantic Time (Canada)","es",,,42183,279,196,2282,2282,0,0,false
"Wed Nov 22 19:04:24 +0000 2017","Durante el mes de diciembre Gran Turismo Sport incorporará un nuevo modo para un jugador llamado GT League que recu… https://t.co/VVegVxHvbh","Málaga, Andalucía",,"es",,,431,108,2,4350,4350,0,0,false
"Wed Nov 22 19:04:27 +0000 2017","Hoy caminé por el centro de #quito y es realmente triste ver cómo está todo destruido \nNo se como nos dieron el pre… https://t.co/6L0Ldl2Ulb","Ecuador","Quito","es",,,79,399,2,84,84,0,0,false
"Wed Nov 22 19:04:30 +0000 2017","RT @BalseiroLugo: ♿️ Con @Turgalicia formamos aos profesionais turísticos na tarefa construír un mundo máis accesible… ","Galicia, España",,"es",,,996,293,6,209429,209429,0,0,false
"Wed Nov 22 19:04:31 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Rubiá, España",,"es",,,28,105,0,1427,1427,0,0,false
"Wed Nov 22 19:04:32 +0000 2017","'Gran Turismo Sport' brings back a classic solo racing mode https://t.co/R3Y8RN1u99 https://t.co/hMhml0EdwG","Fremont, CA","Mountain Time (US & Canada)","en",,,105,7,182,0,0,0,0,false
"Wed Nov 22 19:04:33 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ",,,"es",,,71,385,5,54,54,0,0,false
"Wed Nov 22 19:04:35 +0000 2017","Gran Turismo Sport getting more races and 50 cars for free https://t.co/G1fKA59Fym https://t.co/XtUXm9GntD",,,"en",,,1303,499,203,0,0,0,0,false
"Wed Nov 22 19:04:36 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Indiana, USA",,"en",,,31,264,0,51,51,0,0,false
"Wed Nov 22 19:04:36 +0000 2017","@thegranturismo It seems like GT4. THANKS THAT MY FAVOURITE AND FIRST GRAN TURISMO. REALLY THANKS",,,"en",,,46,63,0,1538,1538,0,0,false
"Wed Nov 22 19:04:36 +0000 2017","""Este fin de semana que pasó, teníamos todos los hoteles llenos"" Olga Fischer, Directora de Turismo de la Gobernación de Itapúa #R800AM","Asunción, Paraguay","Atlantic Time (Canada)","es",,,42183,279,196,2282,2282,0,0,false
"Wed Nov 22 19:04:45 +0000 2017","RT @mananascuatro: .@Albert_Rivera cree que la imagen de Puigdemont haciendo turismo en Bélgica es ""surrealista"" https://t.co/QURqdDokgo","Barcelona, Catalunya","Pacific Time (US & Canada)","es",,,303,679,0,7578,7578,0,0,false
"Wed Nov 22 19:04:45 +0000 2017","Eso es 👏👏👏 https://t.co/LNBvx5h0Et","Andalucía","Athens","es",,,271,201,26,57627,57627,0,0,false
"Wed Nov 22 19:04:45 +0000 2017","“Strumenti per ripartire”, l'intervento del nostro Matteo De Lise a “Costruiamo il presente, immaginiamo il futuro”… https://t.co/4dMEfnjzQ6",,"Rome","it",,,20,41,0,0,0,0,0,false
"Wed Nov 22 19:04:45 +0000 2017","Serán de Cuba, Haití y del Congo los turistas. https://t.co/YTllSvr6oX",,"Caracas","es",,,544,402,3,2554,2554,0,0,false
"Wed Nov 22 19:04:49 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Europe","Bern","en",,,455,659,7,2638,2638,0,0,false
"Wed Nov 22 19:04:52 +0000 2017","RT @ci_usc: Estudiantes de Cursos Internacionales visitan el patrimonio de la USC. https://t.co/fZFZoMClwy","Santiago de Compostela","Greenland","es",,,2447,867,65,7593,7593,0,0,false
"Wed Nov 22 19:04:55 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Madrid","Pacific Time (US & Canada)","es",,,2088,2698,28,2429,2429,0,0,false
"Wed Nov 22 19:04:56 +0000 2017","Turismo sostenible, patrimonio, museos y gastronomía como grandes atractivos de #leonesp en Intur.… https://t.co/MqwnKexEso",,"Amsterdam","es",,,8359,233,193,3958,3958,0,0,false
"Wed Nov 22 19:04:59 +0000 2017","RT @wcastroPSUV: #22Nov | 2/2 Las áreas de abordaje  y cooperación entre ambas naciones serán agricultura, defensa, economía y finan… ","Calabozo, Guárico","Pacific Time (US & Canada)","es",,,1206,607,10,1127,1127,0,0,false
"Wed Nov 22 19:04:59 +0000 2017","Sony PlayStation VR Starter Pack (includes Camera and VR Worlds) + Gran Turismo Sport £244.95 @ John Lewis https://t.co/F1qjVTPT94","UK",,"en",,,91,23,11,1,1,0,0,false
"Wed Nov 22 19:05:02 +0000 2017","El año pasado, 35 millones de turistas visitaron #México https://t.co/eK1oDViZV5 #Turismo @SECTUR_mx https://t.co/qkdIoPaxDD","Ciudad de México","Mexico City","es",,,1134,418,97,214,214,0,0,false
"Wed Nov 22 19:05:04 +0000 2017","RT @BizTravelForum1: Luca Patanè: Gli imprenditori del nostro Paese hanno il talento di far crescere le imprese e globalizzarle. Penso p… ",,,"it",,,1,75,0,11,11,0,0,false
"Wed Nov 22 19:05:09 +0000 2017","RT @ReporteLobby: El año pasado, 35 millones de turistas visitaron #México https://t.co/eK1oDViZV5 #Turismo @SECTUR_mx https://t.co/qkdIoPa…","Maracay, Venezuela","Caracas","es",,,25,87,1,4,4,0,0,false
"Wed Nov 22 19:05:14 +0000 2017","RT @RConfidencial: Viceministro de Turismo: Turistas que vienen a Venezuela se van maravillados https://t.co/4uQ9pMXThf https://t.co/dbxGSW…","MERIDA",,"es",,,1344,445,110,102146,102146,0,0,false
"Wed Nov 22 19:05:15 +0000 2017","Exhortan a ciudadanos a no incurrir en turismo electoral https://t.co/KYlTCEvHm1",,"Mexico City","es",,,3349,1954,8,143,143,0,0,false
"Wed Nov 22 19:05:16 +0000 2017","RT @nao_muito: escrevendo matéria sobre minha viagem ao peru e sobre como o governo local aposta no turismo de aventura. é claro q… ","Florianópolis, Brasil",,"pt",,,147,194,3,769,769,0,0,false
"Wed Nov 22 19:05:16 +0000 2017","#Almería: El Torreón de Cabo de Gata será una oficina de #Turismo y un mirador https://t.co/xYyjWL65tj  @aytoalm #Andalucía @JuntaInforma","Sevilla","Madrid","es",,,37024,881,761,4450,4450,0,0,false
"Wed Nov 22 19:05:16 +0000 2017","Recibe Turismo 95 cartas para “Santa Claus” de niños con discapacidad https://t.co/Qp10HKvoOG",,"Mexico City","es",,,3349,1954,8,143,143,0,0,false
"Wed Nov 22 19:05:18 +0000 2017","RT AyuntamientoVLL: https://t.co/rB0oSyqOD6 #Valladolid #Informatico","Valladolid, España","Madrid","es",,,2641,4049,23,48,48,0,0,false
"Wed Nov 22 19:05:18 +0000 2017","@GiudiciCristina @Linkiesta non pensa che se si sapesse che in Tunisia c'è un campo di accoglienza dell'ONU o della… https://t.co/qDTGuTQDZk","dove capita","Rome","it",,,188,133,9,62,62,0,0,false
"Wed Nov 22 19:05:19 +0000 2017","Gran Turismo Sport Updates Add New Cars, Offline Play, GT League... #PS4 https://t.co/0ZFMJ4eRSL","United Kingdom","Pacific Time (US & Canada)","en",,,70,161,1,43,43,0,0,false
"Wed Nov 22 19:05:20 +0000 2017","Gran Turismo Sport getting more races and 50 cars for… https://t.co/uvsAAKm5Gq #granturismo #granturismosport #official #Cars  #Autonews #NY","Mesa AZ","Arizona","en",,,2896,1327,591,7025,7025,0,0,false
"Wed Nov 22 19:05:21 +0000 2017","CRUZEIRO PELA COSTA BRASILEIRA! À bordo do Costa Favolosa. 🛳\nDe 14 20/01.\nA partir de 10X R$240,00\nPara mais inform… https://t.co/LUP9wmuv9L","Estrela - RS","Brasilia","pt",,"{""id"":""8198e85105936d3c"",""url"":""https://api.twitter.com/1.1/geo/id/8198e85105936d3c.json"",""place_type"":""country"",""name"":""Portugal"",""full_name"":""Portugal"",""country_code"":""PT"",""country"":""Portugal"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-31.268815,30.030284],[-31.268815,42.154205],[-6.190209,42.154205],[-6.190209,30.030284]]]},""attributes"":{}}",80,1451,0,77,77,0,0,false
"Wed Nov 22 19:05:22 +0000 2017","Gran Turismo Sport getting more races and 50 cars for… https://t.co/vPsDXs5UKm #granturismo #granturismosport #official #Autos #Car #Trucks",,,"en",,,936,64,541,1290,1290,0,0,false
"Wed Nov 22 19:05:23 +0000 2017","Si eres gay, ten en cuenta estos países para turismo LGBT - #Planeta https://t.co/6A3wKUxzBd","Puerto Ordaz - Bolívar - Vzla ","Caracas","es",,,2594,3269,77,378,378,0,0,false
"Wed Nov 22 19:05:28 +0000 2017","Gran Turismo Sport getting more races and 50 cars for free: https://t.co/32zf5VACO0","iPhone: 55.681435,12.592148","Stockholm","en",,,257,465,36,56,56,0,0,false
"Wed Nov 22 19:05:31 +0000 2017","RT @SaboreaEspana: ""El XIII Concurso Nacional de Tapas y el I Concurso Mundial confirman la importancia de la gastronomía en el turism… ","IBIZA",,"es",,,361,488,13,963,963,0,0,false
"Wed Nov 22 19:05:34 +0000 2017","RT @hectorplatt: La gastronomía es una tradición y patrimonio para #Sonora y el país.\nHoy con gusto asistí al 2 Congreso de Gastrono… ","Hermosillo, Sonora",,"es",,,99,170,0,241,241,0,0,false
"Wed Nov 22 19:05:35 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","England, United Kingdom","Pacific Time (US & Canada)","en",,,240,172,6,5791,5791,0,0,false
"Wed Nov 22 19:05:35 +0000 2017","Florida recibe 88 millones de turistas en los primeros 9 meses del año &gt; https://t.co/scBMFApFli #Caribe #Viajes #Turismo #EEUU","República Dominicana","Pacific Time (US & Canada)","es",,,10624,7255,37,5389,5389,0,0,false
"Wed Nov 22 19:05:36 +0000 2017","RT @VTVcanal8: Viceministro de Turismo Internacional: La Fitven 2017 logrará el desarrollo económico nacional… ","ZULIA","Caracas","es",,,399,256,4,474,474,0,0,false
"Wed Nov 22 19:05:39 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ",,,"es",,,178,825,0,2987,2987,0,0,false
"Wed Nov 22 19:05:59 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Murcia","Madrid","es",,,45,86,0,586,586,0,0,false
"Wed Nov 22 19:06:02 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","centurion",,"en",,,90,371,0,7051,7051,0,0,false
"Wed Nov 22 19:06:04 +0000 2017","'Gran Turismo Sport' brings back a classic solo racing mode https://t.co/V0rznR5zzQ #Gadgets","D.F. México","Mexico City","en",,,798,734,33,16,16,0,0,false
"Wed Nov 22 19:06:06 +0000 2017","https://t.co/6cGUue9sQJ #Malaga Potenciar tesoro milenario de la gastronomía mexicana, reto…… https://t.co/8aXbSTX3BL","Torremolinos, España","Madrid","es",,,596,117,0,5,5,0,0,false
"Wed Nov 22 19:06:07 +0000 2017","Gran Turismo Sport getting more races and 50 cars for free https://t.co/ImmqBx8jgG","South Florida","Eastern Time (US & Canada)","en",,,1765,500,398,195,195,0,0,false
"Wed Nov 22 19:06:08 +0000 2017","https://t.co/KlORLW0kPN","Comodoro Rivadavia",,"und",,,2305,1814,34,1704,1704,0,0,false
"Wed Nov 22 19:06:11 +0000 2017","https://t.co/3WSAAs4cqU https://t.co/iGoDLrScum","Macondo",,"und",,,11661,4275,165,67284,67284,0,0,false
"Wed Nov 22 19:06:11 +0000 2017","El VIERNES sale #EnEstudio con el #TatoLópez, que le contó a @costilgiolo de su viaje por el África, del turismo co… https://t.co/7HG7rfnhVi","Montevideo, Uruguay","Brasilia","es",,,5072,341,39,898,898,0,0,false
"Wed Nov 22 19:06:12 +0000 2017","Gran Turismo Sport getting more races and 50 cars for free https://t.co/X0V13oYWeZ https://t.co/nsjY6Xv08X","In the car","London","en",,,4213,4377,83,1,1,0,0,false
"Wed Nov 22 19:06:15 +0000 2017","La ciudad de #CórdobaESP presente en el primer Foro Global de Gobiernos Locales que comienza en #Sevilla, con la pr… https://t.co/mZGFQjJFDZ",,"Amsterdam","es",,,4739,1555,74,571,571,0,0,false
"Wed Nov 22 19:06:18 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ",,,"es",,,914,567,35,98237,98237,0,0,false
"Wed Nov 22 19:06:21 +0000 2017","Turismo. “Fátima é uma marca muito poderosa"" https://t.co/VWSJI3T7ky",,"Lisbon","pt",,,15184,18,310,17,17,0,0,false
"Wed Nov 22 19:06:21 +0000 2017","Hosteltur nos trae las últimas noticias en el mundo del turismo hosteltur: El mercado emisor ruso, que encadenó dos… https://t.co/CxnXHKpT7f","España",,"es",,,36,7,0,0,0,0,0,false
"Wed Nov 22 19:06:25 +0000 2017","Top Gear: Porsche Panamera Turbo S E-Hybrid Sport Turismo review - via @BBC_TopGear https://t.co/rFfFGrWj2M","Belfast born # Norfolk living","Europe/London","cs",,,3877,4981,126,29204,29204,0,0,false
"Wed Nov 22 19:06:32 +0000 2017","RT @FitVen_Oficial: Ministra Contreras aseguró el éxito de FitVen. Un total de 170 stand ya muestran importantes avances en el montaje,… ","Sector Las Cumbres (La Ceibita). Los Llanitos de Tabay. Vía al Páramo. Mérida. Los Andes. Venezuela","Caracas","es",,,47,251,0,0,0,0,0,false
"Wed Nov 22 19:06:37 +0000 2017","Swingers Tours así se vive el turismo swinger en España https://t.co/MkFABHRuQF https://t.co/omGSffBTRx","3115573431- 3505399680","America/Bogota","es",,,8163,1455,31,43,43,0,0,false
"Wed Nov 22 19:06:40 +0000 2017","....MARAVILLADO DE REGRESAR CON VIDA.... ¡SERÁ!.- https://t.co/evsm8ie3Vl","VENEZUELA",,"es",,,233,864,3,8,8,0,0,false
"Wed Nov 22 19:06:41 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…",,,"en",,,46,63,0,1538,1538,0,0,false
"Wed Nov 22 19:06:43 +0000 2017","RT @GobernoAlem: Que tiempos aquellos en que en Antena3 hablaban solo de Venezuela y no de las empresas que se han ido de Cataluña,… ",,,"es",,,188,130,23,28,28,0,0,false
"Wed Nov 22 19:06:44 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Palma De Mallorca","Madrid","es",,,1495,4144,42,7463,7463,0,0,false
"Wed Nov 22 19:06:46 +0000 2017","RT @MaryAcilegna: quiero hacer turismo interno","puerto rico",,"es",,,307,198,2,2192,2192,0,0,false
"Wed Nov 22 19:06:48 +0000 2017","RT @Pueblomasbonito: ¿Qué le estarán contando los molineros de #CampoDeCriptana a @MarilLeal ?\nDescúbrelo mañana a las 22:30h en @CMM_es… ","Burguillos de Toledo, España","Madrid","es",,,2014,1804,78,2271,2271,0,0,false
"Wed Nov 22 19:06:50 +0000 2017","The latest El CrisPasiones CFK2012 Diario! https://t.co/QFq1o3nb5k Thanks to @soybancario @AniKalabaza @RaicesPeronista #turismo #btc","CABA","Buenos Aires","es",,,1674,1843,41,0,0,0,0,false
"Wed Nov 22 19:06:54 +0000 2017","La Torre Eiffel di Parigi: tutto quello che non sai https://t.co/dv47j9Vqpm #estero #francia #parigi #turismo… https://t.co/kJCDtOvIuO",,"Pacific Time (US & Canada)","it",,,1174,850,36,209,209,0,0,false
"Wed Nov 22 19:06:55 +0000 2017","RT @SECTURGTO: Señala @ferolivera09 que la Asociación de Guías formará parte del Consejo Consultivo de Turismo del Estado de… ",,,"es",,,3823,731,144,5895,5895,0,0,false
"Wed Nov 22 19:06:55 +0000 2017","""El turismo es de suma importancia p/el desarrollo económico de la ciudad y un gran generador de empleos""… https://t.co/koJsZHgCGn",,"Central Time (US & Canada)","es",,,773,448,13,11312,11312,0,0,false
"Wed Nov 22 19:06:56 +0000 2017","‘Gran Turismo Sport’ brings back a classic solo racing mode https://t.co/jZat4KWzGs",,,"en",,,7,37,0,0,0,0,0,false
"Wed Nov 22 19:06:58 +0000 2017","No quiero sabe mas nada de la feria de turismo del culo","Bariloche","Buenos Aires","es",,,695,213,4,13476,13476,0,0,false
"Wed Nov 22 19:07:01 +0000 2017","#aragon de turismo por Jaraba en Zaragoza https://t.co/lblFkfjq0S https://t.co/QK4PIvK93D",,,"es",,,1100,1295,28,3,3,0,0,false
"Wed Nov 22 19:07:03 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Madrid",,"es",,,92,157,1,1485,1485,0,0,false
"Wed Nov 22 19:07:04 +0000 2017","RT @GobernoAlem: Que tiempos aquellos en que en Antena3 hablaban solo de Venezuela y no de las empresas que se han ido de Cataluña,… ",,,"es",,,2602,3557,67,50633,50633,0,0,false
"Wed Nov 22 19:07:09 +0000 2017","RT @Mukumbari: A sólo un día de la décimo segunda Feria de Turismo de Venezuela #Fitven ¡No te la puedes perder! #TodosAFitven2017 https://…","Sector Las Cumbres (La Ceibita). Los Llanitos de Tabay. Vía al Páramo. Mérida. Los Andes. Venezuela","Caracas","es",,,47,251,0,0,0,0,0,false
"Wed Nov 22 19:07:11 +0000 2017","El turismo sostenible ya tiene su propia comunidad de viajeros: ecovamos https://t.co/d1gb0tn8gN … https://t.co/1Ft36mZPza","España","Madrid","es",,,3582,3600,34,5,5,0,0,false
"Wed Nov 22 19:07:12 +0000 2017","RT @FEMATURQROO: Estamos en la presentación del Fideicomiso de promoción Turística en Cozumel, estadísticas y nuevas propuestas son… ","Cozumel, QROO México",,"es",,,2081,1118,57,819,819,0,0,false
"Wed Nov 22 19:07:14 +0000 2017","Gran Turismo Sport getting more races and 50 cars for free | https://t.co/NqBRZc26pp #auto #car #automobile #news","California","Pacific Time (US & Canada)","en",,,248,48,94,0,0,0,0,false
"Wed Nov 22 19:07:14 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","SEXTETE","Madrid","es",,,13793,4132,103,77008,77008,0,0,false
"Wed Nov 22 19:07:15 +0000 2017","RT @TuriRuralCant: Premios 2017 Asoc. de Turismo Rural de Cantabria:\n@JesusCalleja y el Ensemble Vocal @RoyDeChoeur: premio Cabaña Pas… ",,,"es",,,204,223,66,84362,84362,0,0,false
"Wed Nov 22 19:07:16 +0000 2017","RT @AntonioRNaranjo: ¿Ha dimitido ya @AdaColau? Esta señora ha hundido Barcelona, espantado al turismo, echado a inversores y no supo ni… ",,,"es",,,71,385,5,54,54,0,0,false
"Wed Nov 22 19:07:19 +0000 2017","RT @DavidGarcaRos2: ¿Cómo iba a querer la tiparraca de la Colau una Agencia que podía acarrear múltiples beneficios para Barcelona, cua… ","España🇪🇸🇪🇸","Athens","es",,,88,203,0,5422,5422,0,0,false
"Wed Nov 22 19:07:24 +0000 2017","RT @Guillodietrich: Con más líneas y rutas aéreas lo que tenemos son provincias que crecen en turismo, inversiones en el país que apues… ",,,"es",,,619,618,7,63313,63313,0,0,false
"Wed Nov 22 19:07:25 +0000 2017","RT @TurismoEc: Junto con el apoyo de la @EmbajadaEcuJPN y @TrenEcuador, el Ministerio de Turismo del Ecuador realizó la capacitaci… ","Quito, Ecuador",,"es",,,276,1197,7,501,501,0,0,false
"Wed Nov 22 19:07:30 +0000 2017","Las Noticias #SierraNorteDeMadrid is out! https://t.co/rLoZ2hE9La #madrid #turismo","#SierraNorteDeMadrid","Madrid","en",,,26128,21735,256,28688,28688,0,0,false
"Wed Nov 22 19:07:32 +0000 2017","CORPOELEC garantiza servicio eléctrico en la Feria Internacional de Turismo de Venezuela https://t.co/KDp6NSkTXk @lmottad","Nueva Esparta","Caracas","es",,,10044,197,60,196,196,0,0,false
"Wed Nov 22 19:07:37 +0000 2017","@CCivicaCatalana Baleares acabará como Cataluña, con una sanidad pésima e invadida por Cataluña, solo falta que se… https://t.co/nfu9LLL8Xx",,,"es",,,8,58,1,384,384,0,0,false
"Wed Nov 22 19:07:37 +0000 2017","RT @Juanizaffalon: -Que estudias?\n-Turismo\n-Ah sos un vago de mierda\n-Per..\n-Estudias eso para ir a Bariloche y hacerte cagar a todas… ","Santa Fe, Argentina","Buenos Aires","es",,,13550,548,8,3667,3667,0,0,false
"Wed Nov 22 19:07:40 +0000 2017","Gran Turismo Sport Will Finally Get Offline Play In New Update - https://t.co/LByRjpKvRP",,,"en",,,186,3,26,3,3,0,0,false
"Wed Nov 22 19:07:42 +0000 2017","Jose Safie , Educación, Seguridad, Tecnología, CICISv, Parques, Reactivacion de la  Caficultura, Turismo y muchos m… https://t.co/zZvfRqfj6I","Santa Ana, El Salvador",,"es",,,172,129,0,69,69,0,0,false
"Wed Nov 22 19:07:48 +0000 2017","Viceministro de Turismo Internacional: La Fitven 2017 logrará el desarrollo económico nacional… https://t.co/likF7WQUGD",,,"es",,,43,103,0,31,31,0,0,false
"Wed Nov 22 19:07:50 +0000 2017","Viceministro de Turismo Internacional: La Fitven 2017 logrará el desarrollo económico nacional… https://t.co/bWzSdHWJI2",,,"es",,,339,485,1,238,238,0,0,false
"Wed Nov 22 19:07:52 +0000 2017","#Japon Turismo - ?? (kankô) https://t.co/kw8Jg2ACd0 https://t.co/vgf8xps1ud",,"Pacific Time (US & Canada)","ht",,,31729,27694,79,159,159,0,0,false
"Wed Nov 22 19:07:54 +0000 2017","Viceministro de Turismo Internacional: La Fitven 2017 logrará el desarrollo económico nacional… https://t.co/4iQ7fqxDfE",,"Pacific Time (US & Canada)","es",,,305,133,3,8,8,0,0,false
"Wed Nov 22 19:07:54 +0000 2017","Tienda Venezuela exalta la marca país, en el ST Warairarepano. ¡Diversidad de productos puedes adquirir!…… https://t.co/K0q31g0IQz","Porlamar, Venezuela","Caracas","es",,,5563,564,0,351,351,0,0,false
"Wed Nov 22 19:07:56 +0000 2017","RT @AMETRD: DIGESETT=AMET realiza conferencia ""El Ordenamiento del Tráfico Vehicular como parte integral del Turismo Sostenible… ","Dominican Republic","Mazatlan","es",,,0,0,0,0,0,0,0,false
"Wed Nov 22 19:07:56 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Mexico city","Mexico City","en",,,177,430,2,407,407,0,0,false
"Wed Nov 22 19:07:57 +0000 2017","Jose Safie , Educación, Seguridad, Tecnología, CICISv, Parques, Reactivacion de la  Caficultura, Turismo y muchos m… https://t.co/8BgVdoMD1L","El Salvador",,"es",,,1593,83,2,3,3,0,0,false
"Wed Nov 22 19:07:59 +0000 2017","RT @marvinicio: Por favor C Joaquín Quintana Roo es el 1º en turismo en México y LATAM tenemos miles de cuartos @AlfredoJalifeR_  https://t…",,"Eastern Time (US & Canada)","es",,,257,485,2,18033,18033,0,0,false
"Wed Nov 22 19:07:59 +0000 2017","Jose Safie , Educación, Seguridad, Tecnología, CICISv, Parques, Reactivacion de la  Caficultura, Turismo y muchos m… https://t.co/MMueAmrMPK","Santa Ana, El Salvador",,"es",,,1371,87,2,2,2,0,0,false
"Wed Nov 22 19:08:00 +0000 2017","Ações da Sedetur beneficiam desenvolvimento e turismo no Alto Sertão de AL | Jornal d https://t.co/47JbEoLhIu | @jornaldealagoas",,"Brasilia","pt",,,256,297,2,6,6,0,0,false
"Wed Nov 22 19:08:00 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ",,,"es",,,9,53,0,916,916,0,0,false
